CustomerID,Age,Gender,Geography,Income,CreditScore,CardType,CreditLimit,OutstandingBalance,AvgMonthlySpend,LatePaymentCount_12m,CashAdvanceCount_12m,RewardPoints,TenureMonths,NumProducts,HasOnlineBanking,HasMobileApp,CustomerServiceCalls_6m,Churn,Churn_Probability,Churn_Prediction,Risk_Level,Churn_Signals,Recommendations
TESTCUST200231,26,Female,UK,43713,500,Silver,558069,64699,77033,3,1,147040,89,2,Yes,Yes,3,No,0.05001082251082251,No,low,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200232,69,Female,Canada,96281,460,Platinum,71920,363869,83727,1,1,2193,80,4,No,Yes,1,No,0.16169856831621537,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200233,30,Male,Australia,116059,378,Silver,163129,362437,53615,0,0,66568,65,3,Yes,Yes,1,No,0.12621480018411607,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200234,23,Female,India,97945,412,Silver,403323,544792,65165,3,3,183083,127,3,Yes,Yes,2,No,0.1705352061652254,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200235,58,Female,USA,120767,520,Silver,308022,80750,59113,2,1,50787,18,5,Yes,No,1,Yes,0.1127903668740621,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200236,54,Female,India,130619,783,Gold,301567,405313,15724,3,4,148672,116,3,Yes,Yes,7,Yes,0.4827233395088466,No,medium,None detected,No action needed
TESTCUST200237,26,Female,Canada,187483,373,Silver,196196,339432,15287,3,1,5529,57,2,Yes,Yes,1,No,0.08718225352192518,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200238,30,Male,Australia,120401,743,Silver,394141,261572,43010,0,2,228497,60,4,Yes,Yes,3,No,0.07550250175851918,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200239,36,Male,Canada,185181,717,Silver,395002,365240,71979,2,1,139763,55,5,Yes,Yes,2,No,0.10845431110097531,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200240,49,Female,Australia,147956,763,Silver,229626,477048,21773,2,1,221664,1,1,No,Yes,2,Yes,0.5394066271892358,Yes,high,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200241,23,Male,USA,35321,820,Silver,108707,332959,63949,2,2,62597,16,5,No,Yes,2,Yes,0.696189972795236,Yes,high,low_tenure: New or short-tenure customer; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200242,31,Male,UK,45636,772,Silver,233735,460811,3943,1,0,96324,7,3,Yes,Yes,2,No,0.23045348913023186,No,low,low_tenure: New or short-tenure customer; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200243,57,Male,UK,181444,793,Silver,356674,62129,41023,3,0,121842,127,1,Yes,Yes,3,No,0.12384953486467425,No,low,None detected,No action needed
TESTCUST200244,24,Male,UK,183248,690,Platinum,470300,121764,23061,0,1,152647,118,1,Yes,Yes,5,Yes,0.3974711214711214,No,medium,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200245,69,Female,USA,181718,731,Platinum,520638,156845,7368,2,1,30435,16,2,Yes,Yes,0,No,0.0698378193216585,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200246,24,Female,Canada,57655,662,Silver,171402,37295,74482,1,1,48199,139,1,Yes,Yes,1,No,0.12247070111640763,No,low,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200247,44,Female,India,177885,350,Silver,485197,43290,36999,1,1,183627,148,5,No,Yes,2,No,0.12688426228166577,No,low,None detected,No action needed
TESTCUST200248,48,Female,India,144211,378,Silver,168106,107377,30966,4,1,41559,63,5,No,Yes,2,No,0.2518993619747917,No,medium,None detected,No action needed
TESTCUST200249,55,Male,India,200551,508,Gold,222489,362678,38504,0,1,25788,114,5,Yes,Yes,3,No,0.17378734486609076,No,low,None detected,No action needed
TESTCUST200250,58,Female,USA,214166,571,Gold,385669,123568,89489,1,1,128896,62,1,No,Yes,1,No,0.0519027730895036,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200251,70,Male,Canada,185565,452,Silver,401701,255383,8849,1,0,57535,98,5,No,Yes,3,No,0.06566065416065417,No,low,None detected,No action needed
TESTCUST200252,44,Female,Canada,149426,552,Silver,169907,40947,84012,3,0,207568,55,4,Yes,No,2,No,0.0585691959226231,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200253,42,Male,Canada,125864,783,Gold,598984,43463,30945,1,5,157440,93,1,Yes,Yes,0,No,0.04056436663990324,No,low,None detected,No action needed
TESTCUST200254,46,Female,India,84252,371,Silver,100570,33027,40458,1,1,37056,7,5,Yes,Yes,4,No,0.14050073348297099,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200255,38,Male,India,148644,847,Platinum,80409,383997,50499,1,2,5721,3,1,No,Yes,2,Yes,0.4579966422466422,No,medium,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200256,23,Female,India,126979,797,Silver,335193,122313,38392,1,0,34692,6,3,Yes,Yes,1,No,0.07932137117837927,No,low,low_tenure: New or short-tenure customer; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200257,66,Male,India,30191,593,Gold,49101,26902,59001,3,0,136365,48,3,Yes,Yes,2,No,0.1425165058369786,No,low,None detected,No action needed
TESTCUST200258,31,Male,USA,154225,512,Silver,405294,197942,51271,2,0,111005,51,1,Yes,Yes,4,No,0.07545656802763072,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200259,29,Female,India,97197,524,Silver,576313,59948,73619,0,1,152388,13,2,Yes,No,1,No,0.15197610827990574,No,low,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200260,74,Male,Canada,40846,521,Silver,179750,220235,11034,2,0,85022,149,1,Yes,No,3,No,0.19983017908017905,No,low,None detected,No action needed
TESTCUST200261,53,Male,Canada,87299,787,Platinum,190055,466270,35896,2,0,176729,91,1,Yes,Yes,0,Yes,0.6058559462643482,Yes,high,None detected,No action needed
TESTCUST200262,46,Female,Canada,191836,616,Platinum,231932,75532,62940,1,1,75651,76,2,Yes,Yes,3,No,0.04010159398738572,No,low,None detected,No action needed
TESTCUST200263,56,Male,Australia,133302,708,Gold,87183,314649,14028,2,2,121017,78,3,No,Yes,5,Yes,0.2546103330323641,No,medium,None detected,No action needed
TESTCUST200264,24,Female,Canada,215206,885,Silver,379746,318017,57602,4,3,5963,102,5,Yes,Yes,3,No,0.08669781346594804,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200265,72,Female,USA,217473,371,Silver,534327,242290,4328,2,3,77560,25,5,Yes,Yes,2,No,0.16285642135642134,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200266,22,Male,USA,74190,483,Platinum,272822,303020,46062,0,3,173794,115,2,No,Yes,2,No,0.08361216561216561,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200267,28,Male,India,50651,406,Gold,373039,88853,28753,3,2,7800,82,3,Yes,Yes,3,No,0.06694959928725096,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200268,27,Male,Canada,29036,528,Silver,545430,514651,27476,2,0,102363,52,4,No,Yes,3,No,0.20021074860099247,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200269,56,Female,Canada,34794,892,Gold,36535,474216,56758,1,1,134032,25,1,Yes,Yes,1,Yes,0.6536746031746031,Yes,high,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200270,54,Male,Canada,70772,813,Gold,165296,234697,3998,1,2,168273,6,3,Yes,Yes,2,No,0.1300475368513343,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200271,60,Female,USA,40163,474,Silver,145777,329685,60987,1,0,239305,66,5,Yes,Yes,2,Yes,0.5607212349054455,Yes,high,None detected,No action needed
TESTCUST200272,39,Male,USA,178297,501,Silver,487794,373841,31406,4,0,237462,51,3,No,No,0,No,0.1681470579962501,No,low,missing_features: Lacks popular value-added services,"[MEDIUM] Recommend additional services: HasOnlineBanking, HasMobileApp; [MEDIUM] Offer free trial of value-add features"
TESTCUST200273,49,Male,Canada,196441,872,Silver,505107,11387,13766,4,2,198242,26,4,Yes,No,3,No,0.11082610384784297,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200274,59,Female,India,115908,822,Silver,47348,438289,62033,3,0,78790,57,4,Yes,No,4,Yes,0.5629936599374533,Yes,high,None detected,No action needed
TESTCUST200275,26,Female,India,161215,628,Silver,289334,443068,71874,3,0,183928,77,3,No,Yes,4,No,0.21081906030925307,No,low,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200276,30,Female,USA,104313,724,Gold,429021,195931,76324,2,1,35864,24,4,No,Yes,0,No,0.04351825561252039,No,low,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200277,61,Male,Australia,106586,459,Gold,231230,260956,78992,3,1,8981,55,2,Yes,No,2,No,0.1642099297272293,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200278,62,Female,Canada,131064,723,Silver,86534,224248,40443,2,0,244505,87,5,Yes,Yes,3,No,0.1342814742750501,No,low,None detected,No action needed
TESTCUST200279,25,Female,USA,92999,876,Platinum,465735,447450,53679,1,1,125830,149,2,Yes,Yes,1,No,0.11947230604226755,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200280,44,Female,Canada,126684,406,Silver,371536,409916,83717,1,0,57741,112,2,Yes,Yes,2,No,0.2239778337611808,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200281,61,Male,USA,192267,753,Silver,251163,6436,5879,3,0,182307,104,4,No,Yes,0,No,0.070572253933222,No,low,None detected,No action needed
TESTCUST200282,42,Male,USA,213229,854,Platinum,288678,119399,51116,1,1,176603,96,4,No,No,2,No,0.025344973845380595,No,low,missing_features: Lacks popular value-added services,"[MEDIUM] Recommend additional services: HasOnlineBanking, HasMobileApp; [MEDIUM] Offer free trial of value-add features"
TESTCUST200283,46,Female,UK,174391,858,Silver,259243,543234,77508,2,0,16324,96,5,Yes,Yes,5,No,0.1686446277949559,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200284,71,Male,Australia,32524,654,Silver,496312,510362,15641,3,1,18196,63,5,Yes,Yes,1,No,0.2348167465814037,No,low,None detected,No action needed
TESTCUST200285,57,Female,USA,79043,514,Silver,307278,503361,28740,2,0,183139,117,1,Yes,Yes,1,Yes,0.6034158133711304,Yes,high,None detected,No action needed
TESTCUST200286,65,Male,UK,59026,472,Silver,460143,489666,21224,1,2,151334,130,3,Yes,No,1,Yes,0.6282499351827845,Yes,high,None detected,No action needed
TESTCUST200287,49,Female,USA,107276,673,Silver,560167,339047,31717,1,3,46960,109,3,No,Yes,1,No,0.04444509491433085,No,low,None detected,No action needed
TESTCUST200288,56,Male,UK,158481,704,Silver,454832,74040,52580,1,0,191860,25,5,No,No,1,No,0.03828933243896367,No,low,low_tenure: New or short-tenure customer; missing_features: Lacks popular value-added services,"[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Recommend additional services: HasOnlineBanking, HasMobileApp"
TESTCUST200289,40,Male,UK,46802,396,Gold,390992,237917,37049,1,3,156252,55,4,Yes,Yes,3,No,0.04531628869805803,No,low,None detected,No action needed
TESTCUST200290,38,Male,Australia,41984,822,Silver,398388,50764,67352,2,0,80856,43,1,Yes,Yes,7,Yes,0.5511990169124037,Yes,high,None detected,No action needed
TESTCUST200291,60,Female,Canada,53649,810,Gold,510883,39378,48163,0,4,169487,57,2,Yes,Yes,0,No,0.030652453510303282,No,low,None detected,No action needed
TESTCUST200292,65,Female,Canada,217730,598,Silver,198552,193004,14861,2,0,7796,67,4,Yes,Yes,1,No,0.04456205029794076,No,low,None detected,No action needed
TESTCUST200293,61,Female,UK,178873,526,Platinum,155814,116658,64747,3,1,215076,16,1,No,Yes,3,No,0.1578905605688165,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200294,74,Female,USA,39914,551,Silver,350138,356423,70789,4,2,96689,59,1,Yes,Yes,2,Yes,0.6220178007407109,Yes,high,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200295,35,Female,Australia,194825,726,Silver,110926,204268,12572,5,0,128178,142,1,Yes,No,1,Yes,0.43073051948051955,No,medium,None detected,No action needed
TESTCUST200296,35,Female,Australia,146484,810,Silver,230941,340286,5879,2,3,7291,127,3,Yes,Yes,2,Yes,0.4773021756890741,No,medium,None detected,No action needed
TESTCUST200297,44,Female,Australia,75846,752,Silver,593104,87904,30716,1,0,22160,102,4,Yes,Yes,3,No,0.034929271804080085,No,low,None detected,No action needed
TESTCUST200298,49,Female,USA,68106,659,Gold,393319,532587,66082,0,3,56198,99,4,Yes,No,2,No,0.1831679858737387,No,low,None detected,No action needed
TESTCUST200299,74,Female,Canada,62234,584,Gold,224810,5946,10122,2,2,157866,6,5,Yes,No,0,No,0.17283613445378151,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200300,37,Female,Australia,218519,587,Gold,581257,538901,45670,1,2,80122,33,2,Yes,Yes,4,Yes,0.3934026273131429,No,medium,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200301,69,Male,Canada,139801,854,Gold,71920,527266,76319,1,0,149193,2,3,Yes,Yes,2,Yes,0.6923174603174602,Yes,high,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200302,67,Male,Canada,27716,490,Gold,363966,242304,60369,2,0,141819,26,3,Yes,Yes,4,No,0.09462461945825014,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200303,45,Female,USA,135877,351,Platinum,522419,56304,42534,4,2,217800,27,2,Yes,No,2,Yes,0.5047244533472304,Yes,high,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200304,36,Male,India,87220,858,Silver,305019,306659,30554,1,1,176458,105,3,Yes,Yes,1,Yes,0.3618012231704628,No,medium,None detected,No action needed
TESTCUST200305,70,Male,Canada,151123,489,Silver,93063,100874,51413,0,2,116205,74,4,Yes,Yes,2,Yes,0.5110843272699079,Yes,high,None detected,No action needed
TESTCUST200306,37,Male,Australia,121267,532,Gold,138192,315658,76397,3,1,124729,109,5,No,Yes,1,No,0.08964048881400666,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200307,67,Male,USA,109181,856,Silver,187146,254344,72063,3,0,23097,95,3,Yes,Yes,2,No,0.0526539747430354,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200308,67,Male,USA,87470,562,Silver,220300,427342,53270,3,0,115442,31,1,Yes,Yes,1,No,0.2477886595739117,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200309,41,Female,USA,203461,577,Platinum,364568,314065,6876,3,2,61913,136,1,Yes,Yes,2,No,0.1088934325836765,No,low,None detected,No action needed
TESTCUST200310,64,Female,Australia,133703,899,Gold,252141,308826,14881,3,1,159738,86,3,Yes,Yes,1,No,0.07996764042834856,No,low,None detected,No action needed
TESTCUST200311,68,Male,UK,78221,413,Silver,240136,471415,87816,0,3,243303,38,2,No,Yes,1,No,0.22823036758563073,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200312,47,Female,USA,149288,614,Silver,421418,129912,3219,1,1,88138,106,3,Yes,Yes,1,No,0.04221224340381177,No,low,None detected,No action needed
TESTCUST200313,74,Female,Canada,187906,845,Silver,131968,110663,31686,4,2,194838,139,3,Yes,Yes,4,No,0.1693483115861781,No,low,None detected,No action needed
TESTCUST200314,25,Female,USA,165774,824,Silver,84505,159350,77260,1,1,156288,11,2,Yes,Yes,3,No,0.16518513972277635,No,low,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200315,42,Female,UK,105944,482,Gold,316220,355923,63164,1,0,202560,104,4,Yes,Yes,1,No,0.178516676415245,No,low,None detected,No action needed
TESTCUST200316,53,Male,Canada,120147,814,Platinum,156573,216491,71998,2,2,217639,127,5,Yes,Yes,2,Yes,0.5239474268534856,Yes,high,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200317,60,Female,Canada,35507,479,Silver,103127,101662,46283,1,3,79051,124,4,No,No,1,Yes,0.5949625551975175,Yes,high,missing_features: Lacks popular value-added services,"[MEDIUM] Recommend additional services: HasOnlineBanking, HasMobileApp; [MEDIUM] Offer free trial of value-add features"
TESTCUST200318,22,Female,Canada,75854,824,Gold,114082,196049,85806,3,1,93115,142,5,Yes,Yes,2,No,0.09072063656490136,No,low,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200319,55,Male,USA,105837,688,Gold,45322,310612,11106,5,1,22385,12,3,Yes,No,1,No,0.4800583566760039,No,medium,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200320,63,Female,USA,117990,868,Silver,167369,526985,74939,0,3,154156,47,4,Yes,Yes,1,Yes,0.5574786696757176,Yes,high,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200321,39,Female,Canada,191310,619,Silver,52706,265036,75607,2,3,1326,42,4,No,Yes,2,No,0.12593412994539707,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200322,60,Female,UK,213439,408,Gold,329779,48144,89035,2,2,28556,38,5,No,Yes,1,No,0.06284772978959026,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200323,47,Female,India,101407,635,Silver,393563,281596,24754,1,1,232877,109,1,No,Yes,1,No,0.05365452935907045,No,low,None detected,No action needed
TESTCUST200324,60,Male,Canada,36715,579,Silver,356710,164305,22078,2,2,34696,63,2,No,Yes,1,No,0.05588872383672796,No,low,None detected,No action needed
TESTCUST200325,56,Male,UK,206927,428,Gold,111409,479499,69409,1,1,45754,57,2,Yes,Yes,2,No,0.13321586220513093,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200326,59,Male,UK,65579,565,Platinum,518253,446326,14660,1,0,104711,6,2,No,Yes,2,No,0.23523800616341844,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200327,22,Male,UK,36866,552,Silver,205899,136865,30192,1,1,110116,34,4,Yes,Yes,3,No,0.07019813867356124,No,low,low_tenure: New or short-tenure customer; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200328,61,Female,Canada,161648,824,Silver,553997,102088,29242,1,0,198742,111,2,No,No,3,No,0.1115608667836957,No,low,missing_features: Lacks popular value-added services,"[MEDIUM] Recommend additional services: HasOnlineBanking, HasMobileApp; [MEDIUM] Offer free trial of value-add features"
TESTCUST200329,73,Female,Canada,129600,574,Gold,188095,476217,9684,2,2,231109,135,5,Yes,Yes,4,No,0.4820468837202285,No,medium,None detected,No action needed
TESTCUST200330,38,Female,India,205131,893,Gold,205639,347487,52903,3,0,179518,122,3,Yes,Yes,4,No,0.11889471333412294,No,low,None detected,No action needed
TESTCUST200331,66,Male,UK,125649,617,Gold,89491,258881,70955,2,0,127450,126,1,No,Yes,6,No,0.1411602968871164,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200332,43,Male,USA,100325,475,Platinum,413585,515334,68245,3,0,222793,113,5,Yes,Yes,2,No,0.1398151818608298,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200333,74,Female,Australia,103181,854,Silver,76787,420522,27555,3,1,124318,66,2,Yes,Yes,3,No,0.19926508733504877,No,low,None detected,No action needed
TESTCUST200334,46,Male,Australia,126413,502,Gold,319620,442369,87144,5,2,39135,66,4,Yes,Yes,1,No,0.5053024802230085,Yes,high,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200335,31,Male,UK,76075,564,Silver,552822,275857,76910,0,1,136669,141,3,Yes,Yes,0,No,0.09193865393865394,No,low,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200336,68,Female,Australia,166454,571,Platinum,544747,92696,42917,1,0,105470,72,3,Yes,Yes,3,No,0.02985267222303935,No,low,None detected,No action needed
TESTCUST200337,21,Female,Australia,158338,532,Gold,583137,394909,69750,3,3,242745,144,4,Yes,Yes,4,No,0.12841311126653843,No,low,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200338,56,Male,Canada,102026,561,Silver,338262,484397,78496,5,2,107610,108,1,No,No,1,No,0.3587535963893474,No,medium,high_cost: High charges in AvgMonthlySpend; missing_features: Lacks popular value-added services,"[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%; [MEDIUM] Recommend additional services: HasOnlineBanking, HasMobileApp"
TESTCUST200339,70,Male,Canada,202267,646,Gold,563810,270260,4150,3,0,125006,3,3,No,No,5,Yes,0.7123346508563899,Yes,critical,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer; missing_features: Lacks popular value-added services,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support
TESTCUST200340,40,Female,India,58226,780,Gold,521614,297659,14991,2,1,102631,147,1,Yes,Yes,1,No,0.06855358281205198,No,low,None detected,No action needed
TESTCUST200341,51,Male,UK,78283,647,Silver,56509,481241,57878,3,2,224827,27,4,Yes,Yes,3,No,0.28522549539197134,No,medium,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200342,28,Male,Australia,124527,468,Silver,372840,384699,44903,1,0,81874,64,1,Yes,Yes,4,Yes,0.5467313232403884,Yes,high,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200343,60,Male,Canada,45443,466,Gold,142333,395135,75010,2,2,201527,39,2,Yes,No,0,No,0.4022954545454545,No,medium,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200344,44,Male,Australia,51609,766,Silver,432864,460768,88552,1,3,109616,119,5,Yes,Yes,4,No,0.1592014588357687,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200345,74,Male,Australia,38060,711,Silver,223310,378913,25058,0,1,22845,149,3,No,Yes,4,Yes,0.6453684045423177,Yes,high,None detected,No action needed
TESTCUST200346,40,Male,USA,51508,351,Silver,575475,316523,81621,4,0,14713,13,4,Yes,No,2,No,0.23299999999999998,No,low,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
